,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
3920,Kepler-259 c,Kepler-259,36.924931,0.217,2.7,7.75,2.16,0.0,530.0,61.36,5938.0,0.9,0.93,1002.1400000,2,15.05,4.53,0.4
3921,Kepler-259 b,Kepler-259,8.115317,0.079,2.8,8.25,2.07,0.0,879.0,9.22,5938.0,0.9,0.93,1002.1400000,2,113.45,4.53,0.4
3922,Kepler-258 c,Kepler-258,33.653079,0.193,3.61,12.7,1.48,0.0,470.0,55.9,4942.0,0.92,0.82,575.9880000,2,7.99,4.44,13.7
3923,Kepler-258 b,Kepler-258,13.19722,0.103,4.06,15.5,1.27,0.0,642.0,30.33,4942.0,0.92,0.82,575.9880000,2,27.79,4.44,13.7
3924,Kepler-257 d,Kepler-257,24.664551,0.16,4.95,21.7,0.983,0.0,567.0,41.0,5180.0,1.04,0.85,780.2560000,3,24.53,4.36,14.0
3925,Kepler-257 c,Kepler-257,6.581484,0.066,5.41,25.2,0.875,0.0,881.0,16.835,5180.0,1.04,0.85,780.2560000,3,142.63,4.36,14.0
3926,Kepler-257 b,Kepler-257,2.382667,0.034,2.61,7.32,2.26,0.0,1237.0,9.69,5180.0,1.04,0.85,780.2560000,3,553.53,4.36,14.0
3927,Kepler-256 e,Kepler-256,10.681572,0.096,2.35,6.12,2.59,0.0,897.0,22.46,5551.0,1.3,0.97,1026.4300000,4,98.9,4.22,9.55
3928,Kepler-256 d,Kepler-256,5.839172,0.064,2.48,6.71,2.42,0.0,1097.0,14.05,5551.0,1.3,0.97,1026.4300000,4,221.1,4.22,9.55
3929,Kepler-256 c,Kepler-256,3.38802,0.045,2.15,5.27,2.91,0.0,1315.0,8.2,5551.0,1.3,0.97,1026.4300000,4,457.07,4.22,9.55
3930,Kepler-256 b,Kepler-256,1.620493,0.027,1.59,3.15,4.31,0.0,1681.0,5.55,5551.0,1.3,0.97,1026.4300000,4,1225.93,4.22,9.55
3931,Kepler-255 d,Kepler-255,1.04562266,0.0192,1.32,2.3,5.5,0.0,1710.0,4.307,5431.0,0.86,0.9,1052.5300000,3,1686.09,4.53,4.37
3932,Kepler-255 c,Kepler-255,9.946047,0.092,2.99,9.22,1.9,0.0,807.0,23.07,5573.0,0.93,0.87,1052.5300000,3,83.26,4.52,2.4
3933,Kepler-255 b,Kepler-255,5.714606,0.063,1.55,3.02,4.46,0.0,971.0,9.3,5573.0,0.93,0.87,1052.5300000,3,174.4,4.52,2.4
3934,Kepler-254 d,Kepler-254,18.746477,0.139,2.5,6.8,2.39,0.0,686.0,20.1,5957.0,0.91,0.93,1389.4800000,3,38.84,4.52,0.3
3935,Kepler-254 c,Kepler-254,12.412183,0.105,2.15,3.2,1.77,0.0,787.0,27.59,5957.0,0.91,0.93,1389.4800000,3,67.22,4.52,0.3
3936,Kepler-254 b,Kepler-254,5.826662,0.064,3.87,14.3,1.36,0.0,1013.0,15.796,5957.0,0.91,0.93,1389.4800000,3,184.34,4.52,0.3
3937,Kepler-253 d,Kepler-253,18.119869,0.13,3.17,10.2,1.76,0.0,563.0,33.19,5208.0,0.79,0.85,838.5950000,3,24.08,4.59,0.7
3938,Kepler-253 c,Kepler-253,10.281951,0.089,2.65,7.51,2.22,0.0,680.0,23.23,5208.0,0.79,0.85,838.5950000,3,51.27,4.59,0.7
3939,Kepler-253 b,Kepler-253,3.783986,0.046,1.63,3.29,4.17,0.0,949.0,15.03,5208.0,0.79,0.85,838.5950000,3,194.35,4.59,0.7
3940,Kepler-252 c,Kepler-252,10.848463,0.08,2.15,5.27,2.91,0.0,499.0,28.786,4208.0,0.55,0.61,379.4240000,2,20.51,4.72,13.9
3941,Kepler-252 b,Kepler-252,6.668391,0.058,1.23,2.04,6.02,0.0,587.0,25.9,4208.0,0.55,0.61,379.4240000,2,39.26,4.72,13.9
3942,Kepler-251 e,Kepler-251,99.640161,0.404,2.77,8.1,2.09,0.0,360.0,175.84,5526.0,0.89,0.95,924.6250000,4,3.55,4.49,3.63
3943,Kepler-251 d,Kepler-251,30.133001,0.182,2.77,8.1,2.09,0.0,536.0,28.5,5526.0,0.89,0.95,924.6250000,4,17.48,4.49,3.63
3944,Kepler-251 c,Kepler-251,16.514043,0.122,2.77,8.1,2.09,0.0,655.0,31.38,5526.0,0.89,0.95,924.6250000,4,38.95,4.49,3.63
3945,Kepler-251 b,Kepler-251,4.790936,0.053,1.33,2.33,5.44,0.0,990.0,13.7,5526.0,0.89,0.95,924.6250000,4,203.17,4.49,3.63
3946,Kepler-250 d,Kepler-250,17.648312,0.127,2.18,5.39,2.86,0.0,579.0,68.2,5160.0,0.81,0.83,760.5850000,3,21.46,4.57,13.2
3947,Kepler-250 c,Kepler-250,7.156804,0.069,2.28,5.82,2.7,0.0,782.0,20.94,5160.0,0.81,0.83,760.5850000,3,71.5,4.57,13.2
3948,Kepler-250 b,Kepler-250,4.148141,0.048,1.13,1.51,5.75,0.0,938.0,12.61,5160.0,0.81,0.83,760.5850000,3,148.1,4.57,13.2
3949,Kepler-25 d,Kepler-25,122.4,,10.0,71.9,0.395,0.13,,,6270.0,1.32,1.17,243.2490000,3,,4.28,11.0
3950,Kepler-25 c,Kepler-25,12.7207,0.1101,5.217,15.2,0.588,0.0061,934.0,18.44,6354.0,1.32,1.17,243.2490000,3,210.17,4.29,2.75
3951,Kepler-25 b,Kepler-25,6.238297,0.0685,2.748,8.7,2.32,0.0029,1185.0,13.7795,6103.0,1.32,1.17,243.2490000,3,542.96,4.28,4.65
3952,Kepler-249 d,Kepler-249,15.368459,0.097,1.57,3.09,4.39,0.0,332.0,48.38,3568.0,0.48,0.51,190.4010000,3,4.47,4.78,3.09
3953,Kepler-249 c,Kepler-249,7.113702,0.058,1.51,2.89,4.61,0.0,429.0,24.23,3568.0,0.48,0.51,190.4010000,3,12.53,4.78,3.09
3954,Kepler-249 b,Kepler-249,3.306539,0.035,1.09,1.32,5.6,0.0,554.0,14.19,3568.0,0.48,0.51,190.4010000,3,24.26,4.78,3.09
3955,Kepler-248 c,Kepler-248,16.239494,0.123,4.07,15.6,1.27,0.0,598.0,32.02,5190.0,0.83,0.9,738.7920000,2,22.46,4.57,2.34
3956,Kepler-248 b,Kepler-248,6.308205,0.066,3.02,9.38,1.87,0.0,819.0,16.707,5190.0,0.83,0.9,738.7920000,2,79.31,4.57,2.34
3957,Kepler-247 d,Kepler-247,20.477912,0.14,3.94,14.7,1.32,0.0,530.0,50.0,5100.0,0.77,0.84,663.7110000,3,19.21,4.61,0.8
3958,Kepler-247 c,Kepler-247,9.439452,0.084,4.09,15.7,1.26,0.0,686.0,26.081,5100.0,0.77,0.84,663.7110000,3,53.9,4.61,0.8
3959,Kepler-247 b,Kepler-247,3.33616,0.042,1.64,3.33,4.15,0.0,970.0,12.255,5100.0,0.77,0.84,663.7110000,3,216.11,4.61,0.8
3960,Kepler-246 c,Kepler-246,11.187161,0.095,1.5,2.86,4.66,0.0,667.0,24.72,5206.0,0.83,0.79,626.0780000,2,43.21,4.56,12.6
3961,Kepler-246 b,Kepler-246,4.60182,0.052,2.34,6.08,2.61,0.0,896.0,13.43,5206.0,0.83,0.79,626.0780000,2,141.61,4.56,12.6
3962,Kepler-245 e,Kepler-245,3.21982106,0.04,1.75,3.71,3.8,0.0,998.0,11.849,5174.0,0.8,0.86,861.5270000,4,240.15,4.57,3.63
3963,Kepler-245 d,Kepler-245,36.277108,0.202,3.03,21.6,4.27,0.0,445.0,59.91,5100.0,0.8,0.86,861.5270000,4,9.49,4.56,3.63
3964,Kepler-245 c,Kepler-245,17.460812,0.124,2.18,225.6,120.0,0.0,568.0,60.31,5100.0,0.8,0.86,861.5270000,4,25.15,4.56,3.63
3965,Kepler-245 b,Kepler-245,7.49019,0.071,2.57,7.13,2.31,0.0,753.0,21.59,5100.0,0.8,0.86,861.5270000,4,77.75,4.56,3.63
3966,Kepler-244 d,Kepler-244,20.050401,0.14,2.31,15.2,6.78,0.0,622.0,19.25,5554.0,0.8,0.96,1036.4900000,3,31.27,4.58,0.5
3967,Kepler-244 c,Kepler-244,9.767292,0.087,2.05,4.86,3.1,0.0,791.0,21.0,5554.0,0.8,0.96,1036.4900000,3,81.57,4.58,0.5
3968,Kepler-244 b,Kepler-244,4.311792,0.05,2.76,8.05,2.1,0.0,1038.0,12.25,5554.0,0.8,0.96,1036.4900000,3,242.47,4.58,0.5
3969,Kepler-243 c,Kepler-243,20.026218,0.142,1.99,4.62,3.22,0.0,559.0,40.7,5228.0,0.84,0.83,693.8600000,2,21.72,4.57,3.5
3970,Kepler-243 b,Kepler-243,5.715442,0.062,2.45,6.57,2.45,0.0,850.0,17.776,5228.0,0.84,0.83,693.8600000,2,115.5,4.57,3.5
3971,Kepler-242 c,Kepler-242,14.496481,0.109,2.0,4.66,3.2,0.0,613.0,33.7,5020.0,0.85,0.81,600.2410000,2,20.5,4.49,14.0
3972,Kepler-242 b,Kepler-242,8.20395,0.075,2.61,7.32,2.26,0.0,742.0,23.1,5020.0,0.85,0.81,600.2410000,2,43.77,4.49,14.0
3973,Kepler-241 c,Kepler-241,36.065978,0.189,2.57,7.13,2.31,0.0,397.0,65.37,4699.0,0.67,0.67,512.0000000,2,5.88,4.63,13.9
3974,Kepler-241 b,Kepler-241,12.718092,0.094,2.33,6.04,2.62,0.0,562.0,31.51,4699.0,0.67,0.67,512.0000000,2,23.6,4.63,13.9
3975,Kepler-240 c,Kepler-240,7.953528,0.074,2.2,102.3,52.8,0.0,696.0,23.75,4985.0,0.74,0.75,746.9270000,2,59.84,4.63,0.9
3976,Kepler-240 b,Kepler-240,4.144495,0.048,1.37,2.45,5.24,0.0,864.0,13.767,4985.0,0.74,0.75,746.9270000,2,142.74,4.63,0.9
3977,Kepler-24 e,Kepler-24,18.998355,0.138,2.78,8.15,2.08,0.0,792.0,13.3,5897.0,1.29,0.98,1156.8100000,4,81.51,4.2,5.2
3978,Kepler-24 d,Kepler-24,4.244384,0.051,1.67,3.43,4.05,0.0,1305.0,4.9,5897.0,1.29,0.98,1156.8100000,4,601.89,4.2,5.2
3979,Kepler-24 c,Kepler-24,12.3335,0.106,2.8,508.5,34.87844932952278,0.0,915.0,4.485,5800.0,1.07,1.03,1156.8100000,4,144.83,4.34,7.7
3980,Kepler-24 b,Kepler-24,8.1453,0.08,2.4,508.5,34.87844932952278,0.0,1050.0,7.56,5800.0,1.07,1.03,1156.8100000,4,252.25,4.34,7.7
3981,Kepler-239 c,Kepler-239,56.228098,0.268,2.51,6.85,2.38,0.0,366.0,129.92,4914.0,0.76,0.76,648.1090000,2,4.32,4.58,3.31
3982,Kepler-239 b,Kepler-239,11.763051,0.095,2.33,6.04,2.62,0.0,616.0,31.87,4914.0,0.76,0.76,648.1090000,2,34.75,4.58,3.31
3983,Kepler-238 f,Kepler-238,50.447,0.2747,2.0,13.5,9.27,0.0,568.0,23.09,5732.0,0.96,1.06,1798.7500000,5,35.87,4.49,6.76
3984,Kepler-238 e,Kepler-238,23.654,0.1658,5.6,169.7,5.31,0.0,731.0,23.142,5732.0,0.96,1.06,1798.7500000,5,98.46,4.49,6.76
3985,Kepler-238 d,Kepler-238,13.233549,0.115,3.07,9.64,1.83,0.0,888.0,9.46,5751.0,1.43,1.06,1798.7500000,5,213.48,4.19,6.76
3986,Kepler-238 c,Kepler-238,6.155557,0.069,2.39,6.3,2.54,0.0,1146.0,5.68,5751.0,1.43,1.06,1798.7500000,5,592.3,4.19,6.76
3987,Kepler-238 b,Kepler-238,2.090876,0.034,1.73,3.64,3.86,0.0,1642.0,2.765,5751.0,1.43,1.06,1798.7500000,5,2500.59,4.19,6.76
3988,Kepler-237 c,Kepler-237,8.103636,0.071,2.08,4.98,3.04,0.0,687.0,20.09,4861.0,0.72,0.7,657.8220000,2,60.64,4.58,13.8
3989,Kepler-237 b,Kepler-237,4.715106,0.05,1.41,2.57,5.04,0.0,823.0,15.33,4861.0,0.72,0.7,657.8220000,2,124.96,4.58,13.8
3990,Kepler-236 c,Kepler-236,23.968127,0.132,2.0,4.66,3.2,0.0,329.0,45.0,3750.0,0.51,0.6,288.7630000,2,3.8,4.75,3.16
3991,Kepler-236 b,Kepler-236,8.295611,0.065,1.57,3.09,4.39,0.0,469.0,22.1,3750.0,0.51,0.6,288.7630000,2,15.63,4.75,3.16
3992,Kepler-235 e,Kepler-235,46.183669,0.213,2.22,5.56,2.79,0.0,306.0,81.52,4255.0,0.55,0.58,428.0180000,4,1.33,4.73,6.0
3993,Kepler-235 d,Kepler-235,20.060548,0.122,2.05,4.86,3.1,0.0,401.0,46.76,4255.0,0.55,0.58,428.0180000,4,4.03,4.73,6.0
3994,Kepler-235 c,Kepler-235,7.824904,0.065,1.28,2.18,5.71,0.0,555.0,24.96,4255.0,0.55,0.58,428.0180000,4,14.2,4.73,6.0
3995,Kepler-235 b,Kepler-235,3.340222,0.037,2.23,5.6,2.77,0.0,731.0,14.15,4255.0,0.55,0.58,428.0180000,4,44.0,4.73,6.0
3996,Kepler-234 c,Kepler-234,7.21205,0.077,3.51,12.1,1.54,0.0,1025.0,14.003,6224.0,1.11,1.11,1733.1000000,2,273.3,4.42,3.47
3997,Kepler-234 b,Kepler-234,2.711506,0.04,3.7,13.2,1.43,0.0,1420.0,7.088,6224.0,1.11,1.11,1733.1000000,2,1007.72,4.42,3.47
3998,Kepler-233 c,Kepler-233,60.418955,0.287,2.71,7.8,2.15,0.0,390.0,93.71,5360.0,0.76,0.85,856.4170000,2,6.2,4.61,0.6
3999,Kepler-233 b,Kepler-233,8.472382,0.077,2.43,6.48,2.48,0.0,751.0,24.42,5360.0,0.76,0.85,856.4170000,2,85.13,4.61,0.6
4000,Kepler-232 c,Kepler-232,11.379349,0.101,3.83,14.0,1.37,0.0,806.0,16.31,5847.0,0.97,0.97,1349.1300000,2,116.52,4.5,1.4
4001,Kepler-232 b,Kepler-232,4.431222,0.054,3.08,9.69,1.82,0.0,1104.0,11.142,5847.0,0.97,0.97,1349.1300000,2,410.58,4.5,1.4
4002,Kepler-231 c,Kepler-231,19.271566,0.114,1.93,24.1,18.4,0.0,393.0,45.4,3767.0,0.49,0.58,316.6180000,2,6.27,4.78,3.47
4003,Kepler-231 b,Kepler-231,10.065275,0.074,1.73,35.4,37.6,0.0,488.0,29.4,3767.0,0.49,0.58,316.6180000,2,14.88,4.78,3.47
4004,Kepler-230 c,Kepler-230,91.773242,0.38,2.04,4.82,3.12,0.0,359.0,52.9,5588.0,0.82,0.84,740.7540000,2,2.98,4.55,1.8
4005,Kepler-230 b,Kepler-230,32.625555,0.191,4.26,16.8,1.19,0.0,506.0,53.95,5588.0,0.82,0.84,740.7540000,2,11.82,4.55,1.8
4006,Kepler-23 d,Kepler-23,15.274299,0.124,2.2,17.6,9.08,0.08,896.0,19.24,5828.0,1.55,1.1,835.7560000,3,161.04,4.09,6.61
4007,Kepler-23 c,Kepler-23,10.7421,0.099,3.2,858.1,34.87844932952278,0.02,1008.0,13.79012,5760.0,1.52,1.11,835.7560000,3,257.39,4.0,6.0
4008,Kepler-1090 c,Kepler-1090,42.42720032,0.2274,3.293,10.9,1.68,0.0,496.0,28.3,5330.0,1.01,0.87,858.7700000,2,14.33,4.37,14.0
4009,Kepler-1091 b,Kepler-1091,1.43474156,0.0252,1.46,2.73,4.82,0.0,1664.0,5.958,5851.0,1.03,1.01,914.2990000,1,1740.86,4.42,3.47
4010,Kepler-1092 b,Kepler-1092,58.6017925,0.2996,2.07,4.94,3.06,0.0,508.0,80.0,5862.0,1.0,0.99,981.2330000,1,17.02,4.44,3.8
4011,Kepler-1093 b,Kepler-1093,25.0824626,0.1685,1.95,4.46,3.31,0.0,776.0,30.38,6166.0,1.2,1.13,1072.8800000,2,85.76,4.33,2.95
4012,Kepler-1093 c,Kepler-1093,89.722292,0.394,1.96,4.5,3.28,0.0,508.0,52.8,6166.0,1.2,1.13,1072.8800000,2,15.69,4.33,2.95
4013,Kepler-1094 b,Kepler-1094,78.1000231,0.3625,3.18,10.2,1.74,0.0,480.0,40.1,6112.0,1.21,1.14,1291.0100000,1,10.34,4.33,3.09
4014,Kepler-1095 b,Kepler-1095,4.27103091,0.0514,1.21,1.92,5.96,0.0,1108.0,14.542,5658.0,0.92,0.94,792.5220000,1,356.54,4.48,4.47
4015,Kepler-1096 b,Kepler-1096,2.89221751,0.034,1.24,2.07,5.97,0.0,794.0,14.55,4306.0,0.63,0.66,377.9760000,1,124.87,4.66,3.8
4016,Kepler-1097 b,Kepler-1097,187.747029,0.5791,3.26,10.7,1.7,0.0,267.0,252.45,5211.0,0.79,0.82,719.8020000,1,1.3,4.57,4.9
4017,Kepler-1098 b,Kepler-1098,2.54307286,0.0358,1.3,2.24,5.6,0.0,1319.0,7.166,5794.0,0.99,0.99,1049.1900000,1,995.67,4.45,3.98
4018,Kepler-1099 b,Kepler-1099,2.16845259,0.0337,2.83,8.4,2.04,0.0,1558.0,4.0,5837.0,1.0,1.01,1022.8000000,1,766.34,4.45,3.63
4019,Kepler-11 b,Kepler-11,10.3039,0.091,1.8,1.9,1.72,0.045,849.0,18.55,5663.0,1.06,0.96,646.3460000,6,146.36,4.37,8.5
4020,Kepler-11 c,Kepler-11,13.0241,0.107,2.87,2.9,0.66,0.026,786.0,21.69,5663.0,1.06,0.96,646.3460000,6,107.22,4.37,8.5
4021,Kepler-11 d,Kepler-11,22.6845,0.155,3.12,7.3,1.28,0.004,653.0,31.39,5663.0,1.06,0.96,646.3460000,6,51.12,4.37,8.5
4022,Kepler-11 e,Kepler-11,31.9996,0.195,4.19,8.0,0.58,0.012,582.0,39.48,5663.0,1.06,0.96,646.3460000,6,32.34,4.37,8.5
4023,Kepler-11 f,Kepler-11,46.6888,0.25,2.49,2.0,0.69,0.013,513.0,50.79,5663.0,1.06,0.96,646.3460000,6,19.53,4.37,8.5
4024,Kepler-11 g,Kepler-11,118.3807,0.466,3.33,25.0,4.0,0.15,376.0,94.4,5663.0,1.06,0.96,646.3460000,6,5.65,4.37,8.5
4025,Kepler-110 b,Kepler-110,12.691112,0.107,1.83,4.01,3.6,0.0,1008.0,25.931,5960.0,1.15,1.07,586.5310000,2,153.88,4.33,4.47
4026,Kepler-110 c,Kepler-110,31.719775,0.198,2.21,5.52,2.81,0.0,743.0,20.2,5960.0,1.15,1.07,586.5310000,2,45.34,4.33,4.47
4027,Kepler-1100 b,Kepler-1100,6.42200058,0.0684,1.75,3.71,3.8,0.0,1000.0,18.39,6247.0,1.34,1.21,693.6180000,1,238.51,4.26,2.69
4028,Kepler-1101 b,Kepler-1101,81.3151059,0.3483,2.47,6.66,2.43,0.0,393.0,109.53,5614.0,0.91,0.94,742.4730000,1,3.58,4.5,4.27
4029,Kepler-1102 b,Kepler-1102,51.3285623,0.2731,2.66,7.56,2.21,0.0,546.0,24.0,5724.0,0.94,0.96,1246.0500000,1,22.98,4.48,4.37
4030,Kepler-1103 b,Kepler-1103,19.79191978,0.1473,2.27,5.77,2.71,0.0,736.0,47.7,6092.0,1.15,1.11,1331.9200000,1,160.28,4.36,3.31
4031,Kepler-1104 b,Kepler-1104,5.03728015,0.0628,1.23,2.04,6.02,0.0,1321.0,20.32,6417.0,1.41,1.3,530.6580000,1,813.52,4.25,2.04
4032,Kepler-1105 b,Kepler-1105,4.42157218,0.0471,2.01,4.7,3.18,0.0,729.0,8.81,4299.0,0.68,0.71,318.0040000,1,47.18,4.62,8.71
4033,Kepler-1106 b,Kepler-1106,1.25275217,0.0239,1.65,3.36,4.11,0.0,2199.0,4.708,6104.0,1.17,1.11,1090.7000000,1,2399.97,4.35,3.09
4034,Kepler-1107 b,Kepler-1107,0.57103852,0.0126,1.34,2.36,5.39,0.0,1897.0,4.2845,5268.0,0.82,0.86,428.7980000,1,2387.26,4.55,4.47
4035,Kepler-1108 b,Kepler-1108,4.51005748,0.0511,1.46,2.73,4.82,0.0,1063.0,16.028,5406.0,0.84,0.88,767.7010000,1,206.41,4.54,4.17
4036,Kepler-1109 b,Kepler-1109,37.6467384,0.2466,2.19,5.43,2.84,0.0,787.0,46.18,5893.0,1.06,1.05,685.0870000,1,11.38,4.41,3.8
4037,Kepler-111 b,Kepler-111,3.341815,0.046,1.58,3.12,4.35,0.0,1356.0,7.35,5952.0,1.16,1.17,657.2230000,2,677.5,4.38,2.3
4038,Kepler-111 c,Kepler-111,224.784608,0.761,7.3,42.0,0.593,0.0,333.0,104.88,5952.0,1.16,1.17,657.2230000,2,2.48,4.38,2.3
4039,Kepler-1110 b,Kepler-1110,9.69312032,0.0754,2.66,7.56,2.21,0.0,609.0,23.9,4781.0,0.7,0.73,726.8280000,1,43.14,4.62,4.79
4040,Kepler-1111 b,Kepler-1111,8.79617863,0.0872,2.0,4.66,3.2,0.0,938.0,20.06,6077.0,1.15,1.1,841.5360000,1,118.52,4.36,3.16
4041,Kepler-1112 b,Kepler-1112,14.36267939,0.1239,3.02,9.38,1.87,0.0,918.0,14.0,6496.0,1.54,1.34,1671.2800000,1,254.96,4.19,2.09
4042,Kepler-1113 b,Kepler-1113,42.3004954,0.2415,2.81,8.3,2.06,0.0,558.0,74.07,5931.0,1.17,1.12,1073.8800000,1,22.85,4.35,3.55
4043,Kepler-1114 b,Kepler-1114,14.97435694,0.1102,1.35,2.39,5.34,0.0,631.0,47.26,5374.0,0.83,0.87,418.4170000,1,39.32,4.55,4.27
4044,Kepler-1115 b,Kepler-1115,23.5540725,0.2134,1.7,3.53,3.95,0.0,1381.0,25.36,8480.0,1.73,1.6,983.2450000,1,516.1,4.17,1.12
4045,Kepler-1116 b,Kepler-1116,41.6977827,0.233,2.54,6.99,2.34,0.0,488.0,59.15,5641.0,0.93,0.95,1008.5700000,1,15.79,4.48,4.9
4046,Kepler-1117 b,Kepler-1117,4.79028459,0.0546,1.11,1.41,5.67,0.0,938.0,13.397,5612.0,0.93,0.95,568.4870000,1,194.98,4.49,4.27
4047,Kepler-1118 b,Kepler-1118,38.6715075,0.2079,2.74,7.95,2.12,0.0,502.0,35.0,5688.0,0.97,0.96,888.3250000,1,20.01,4.46,4.07
4048,Kepler-1119 b,Kepler-1119,8.3265153,0.0812,1.92,4.35,3.38,0.0,938.0,7.29,6083.0,1.17,1.11,1757.2300000,1,182.69,4.35,3.09
4049,Kepler-112 b,Kepler-112,8.408878,0.076,2.36,6.17,2.58,0.0,809.0,18.85,5544.0,0.84,0.78,513.2060000,2,123.82,4.51,9.4
4050,Kepler-112 c,Kepler-112,28.574263,0.172,2.4,6.35,2.52,0.0,538.0,45.22,5544.0,0.84,0.78,513.2060000,2,24.25,4.51,9.4
4051,Kepler-1120 b,Kepler-1120,2.94902905,0.0369,1.38,2.48,5.19,0.0,1027.0,11.283,4904.0,0.74,0.78,615.2310000,1,206.87,4.6,4.68
4052,Kepler-1121 b,Kepler-1121,13.15141081,0.1187,1.91,4.31,3.4,0.0,1008.0,12.8,6231.0,1.59,1.29,482.0470000,1,205.27,4.14,3.02
4053,Kepler-1122 b,Kepler-1122,42.1917357,0.2315,2.04,4.82,3.12,0.0,526.0,46.32,5544.0,0.89,0.92,1230.4200000,1,23.26,4.51,4.68
4054,Kepler-1123 b,Kepler-1123,4.33946454,0.0497,1.67,3.43,4.05,0.0,1061.0,14.69,5500.0,0.9,0.93,704.3230000,1,190.02,4.5,5.13
4055,Kepler-1124 b,Kepler-1124,2.85234897,0.0305,1.28,2.18,5.71,0.0,621.0,10.7,3658.0,0.34,0.35,289.8990000,1,50.78,4.93,3.39
4056,Kepler-1125 b,Kepler-1125,17.6700642,0.1348,1.84,4.04,3.56,0.0,778.0,23.66,5683.0,0.94,0.95,2011.4100000,1,41.04,4.47,4.17
4057,Kepler-1126 b,Kepler-1126,108.593329,0.4126,1.73,3.64,3.86,0.0,374.0,105.54,5798.0,0.93,0.92,635.7360000,1,4.55,4.46,5.5
4058,Kepler-1127 b,Kepler-1127,5.12330347,0.0556,1.96,4.5,3.28,0.0,994.0,5.68,5664.0,0.95,0.97,842.4590000,1,160.76,4.47,4.37
4059,Kepler-1128 b,Kepler-1128,61.6178167,0.302,3.65,12.9,1.46,0.0,424.0,126.93,5543.0,0.91,0.94,1083.4100000,1,6.45,4.5,4.57
4060,Kepler-1129 b,Kepler-1129,24.3397804,0.1644,2.96,9.06,1.92,0.0,737.0,21.5,5831.0,1.0,1.0,1183.8800000,2,32.27,4.44,4.07
4061,Kepler-1129 c,Kepler-1129,76.5369586,0.3528,2.73,7.9,2.13,0.0,503.0,105.0,5831.0,1.0,1.0,1183.8800000,2,7.01,4.44,4.07
4062,Kepler-113 b,Kepler-113,4.754,0.0502,1.82,11.7,10.73,0.0,775.0,14.53,4725.0,0.69,0.75,262.3510000,2,105.33,4.64,6.89
4063,Kepler-113 c,Kepler-113,8.92507,0.0763,2.18,8.7,46.74209103781445,0.0,628.0,15.1,4725.0,0.69,0.75,262.3510000,2,45.6,4.64,6.89
4064,Kepler-1130 b,Kepler-1130,5.45298175,0.0595,0.8,0.437,4.69,0.0,904.0,11.2,5403.0,0.81,0.9,249.3430000,3,162.65,4.57,1.58
4065,Kepler-1130 c,Kepler-1130,3.26663995,0.0423,0.792,0.422,4.66,0.0,1072.0,11.89,5450.0,0.84,0.94,249.3430000,3,312.85,4.56,13.8
4066,Kepler-1130 d,Kepler-1130,4.27225018,0.0506,0.645,0.202,4.14,0.0,981.0,9.5,5450.0,0.84,0.94,249.3430000,3,218.63,4.56,13.8
4067,Kepler-1131 b,Kepler-1131,3.53232449,0.0459,1.59,3.15,4.31,0.0,1159.0,9.765,5851.0,1.04,1.03,1030.7000000,1,453.14,4.42,4.17
4068,Kepler-1132 b,Kepler-1132,62.8916228,0.2881,2.35,6.12,2.59,0.0,384.0,68.1,5298.0,0.83,0.87,867.9310000,1,4.55,4.55,4.57
4069,Kepler-1133 b,Kepler-1133,11.55562343,0.0983,1.97,4.54,3.26,0.0,703.0,28.0,5569.0,0.9,0.93,753.1350000,1,55.76,4.5,4.07
4070,Kepler-1134 b,Kepler-1134,17.13263989,0.1242,2.64,7.46,2.23,0.0,611.0,42.09,5281.0,0.81,0.84,944.4450000,1,29.86,4.56,4.9
4071,Kepler-1135 b,Kepler-1135,76.957857,0.3436,1.85,4.08,3.54,0.0,451.0,56.5,5656.0,0.94,0.96,1314.6400000,1,25.76,4.47,4.47
4072,Kepler-1136 b,Kepler-1136,2.36172433,0.0299,1.64,3.33,4.15,0.0,922.0,14.74,4512.0,0.68,0.72,491.4060000,1,150.06,4.63,3.24
4073,Kepler-1137 b,Kepler-1137,23.9210791,0.1871,2.2,5.48,2.83,0.0,1020.0,13.9,6807.0,1.84,1.5,921.7780000,1,197.85,4.08,1.58
4074,Kepler-1138 b,Kepler-1138,3.17060005,0.0415,1.7,3.53,3.95,0.0,1080.0,15.16,5582.0,0.92,0.95,872.3280000,1,245.9,4.49,4.37
4075,Kepler-1139 b,Kepler-1139,0.81316672,0.0165,1.19,1.81,5.9,0.0,1693.0,4.482,5550.0,0.91,0.94,495.1560000,1,1717.28,4.5,4.47
4076,Kepler-114 b,Kepler-114,5.188549,0.053,1.26,6.8,18.7,0.0,586.0,16.94,4605.0,0.67,0.77,259.5330000,3,92.53,4.65,2.69
4077,Kepler-114 c,Kepler-114,8.041,0.06482,1.6,2.8,3.76,0.0,507.0,23.765,4660.0,0.54,0.56,259.5330000,3,51.62,4.72,2.69
